,id,cast,director
5122,11673,"['Gérard Depardieu', 'Anne Brochet', 'Vincent Perez']",['Jean-Paul Rappeneau']
5123,38366,"['Leonardo Pieraccioni', 'Lorena Forteza', 'Barbara Enrichi']",['Leonardo Pieraccioni']
5124,674944,"['Javier Gutiérrez', 'Mario Casas', 'Bruna Cusí']","['David Pastor', 'Àlex Pastor']"
5125,11811,"['Warwick Davis', 'Jennifer Aniston', 'Ken Olandt']",['Mark Jones']
5126,300,"['Gael García Bernal', 'Charlotte Gainsbourg', 'Miou-Miou']",['Michel Gondry']
5127,11507,"['Craig Wasson', 'Melanie Griffith', 'Gregg Henry']",['Brian De Palma']
5128,26451,"['Gian Maria Volonté', 'Florinda Bolkan', 'Gianni Santuccio']",['Elio Petri']
5129,889,"['Mark Addy', 'Stephen Baldwin', 'Kristen Johnston']",['Brian Levant']
5130,11517,"['Wesley Snipes', 'Woody Harrelson', 'Jennifer Lopez']",['Joseph Ruben']
5131,211387,"['Hayley Atwell', 'Bradley Whitford', 'Dominic Cooper']","[""Louis D'Esposito""]"
5132,156717,"['Luke Goss', 'Ving Rhames', 'Danny Trejo']",['Roel Reiné']
5133,456929,"['Javier Gutiérrez', 'Athenea Mata', 'Juan Margallo']",['Javier Fesser']
5134,723419,"['Donald Sutherland', 'Jaeden Martell', 'Kirby']",['John Lee Hancock']
5135,410117,"['Florence Pugh', 'Cosmo Jarvis', 'Paul Hilton']",['William Oldroyd']
5136,49012,"['Russell Brand', 'Helen Mirren', 'Greta Gerwig']",['Jason Winer']
5137,9405,"['Jean-Claude Van Damme', 'Dennis Rodman', 'Mickey Rourke']",['Tsui Hark']
5138,15139,"['Macaulay Culkin', 'Christopher Lloyd', 'Whoopi Goldberg']","['Joe Johnston', 'Pixote Hunt']"
5139,6522,"['Eddie Murphy', 'Martin Lawrence', 'Obba Babatundé']",['Ted Demme']
5140,13090,"['Amy Adams', 'Emily Blunt', 'Steve Zahn']",['Christine Jeffs']
5141,228203,"['Kevin Costner', 'Ramiro Rodriguez', 'Maria Bello']",['Niki Caro']
5142,663870,"['Mads Mikkelsen', 'Nikolaj Lie Kaas', 'Lars Brygmann']",['Anders Thomas Jensen']
5143,2266,"['Steve Buscemi', 'Natalie Portman', 'Willem Dafoe']","['Olivier Assayas', 'Frédéric Auburtin', 'Gurinder Chadha', 'Sylvain Chomet', 'Isabel Coixet', 'Wes Craven', 'Alfonso Cuarón', 'Gérard Depardieu', 'Christopher Doyle', 'Richard LaGravenese', 'Vincenzo Natali', 'Alexander Payne', 'Walter Salles', 'Oliver Schmitz', 'Nobuhiro Suwa', 'Daniela Thomas', 'Tom Tykwer', 'Gus Van Sant', 'Ethan Coen', 'Joel Coen', 'Bruno Podalydès']"
5144,645710,"['Sydney Sweeney', 'Justice Smith', 'Ben Hardy']",['Michael Mohan']
5145,1600,"['Irène Jacob', 'Halina Gryglaszewska', 'Philippe Volter']",['Krzysztof Kieślowski']
5146,178682,"['Selena Gomez', 'Jake T. Austin', 'Jennifer Stone']",['Victor Gonzalez']
5147,9787,"['John Robinson', 'Emile Hirsch', 'Rebecca De Mornay']",['Catherine Hardwicke']
5148,242310,"['Nicolas Cage', 'Aubrey Shea', 'Rachel Nichols']",['Paco Cabezas']
5149,487670,"[""Jerry O'Connell"", 'Rebecca Romijn', 'Rainn Wilson']","['Jake Castorena', 'Sam Liu']"
5150,916224,"['Nanoka Hara', 'Hokuto Matsumura', 'Eri Fukatsu']",['Makoto Shinkai']
5151,157825,"['Shailene Woodley', 'Eva Green', 'Christopher Meloni']",['Gregg Araki']
5152,295830,"['Haruma Miura', 'Kiko Mizuhara', 'Kanata Hongo']",['Shinji Higuchi']
5153,10909,"['Brad Pitt', 'David Duchovny', 'Juliette Lewis']",['Dominic Sena']
5154,456165,"['Dany Boon', 'Line Renaud', 'Laurence Arné']",['Dany Boon']
5155,46420,"['Xavier Samuel', 'Robin McLeavy', 'John Brumpton']",['Sean Byrne']
5156,3603,"['Nathan Meister', 'Peter Feeney', 'Danielle Mason']",['Jonathan King']
5157,1989,"['Norah Jones', 'Jude Law', 'David Strathairn']",['Wong Kar-wai']
5158,244509,"['Michael C. Hall', 'Don Johnson', 'Sam Shepard']",['Jim Mickle']
5159,1909,"['Johnny Depp', 'Marlon Brando', 'Faye Dunaway']",['Jeremy Leven']
5160,396263,"['Yuki Kaji', 'Daisuke Ono', 'Saori Hayami']","['Yasushi Kawamura', 'Keiichi Sato']"
5161,283235,"['Andrew Garfield', 'Michael Shannon', 'Laura Dern']",['Ramin Bahrani']
5162,6691,"['Gad Elmaleh', 'Audrey Tautou', 'Marie-Christine Adam']",['Pierre Salvadori']
5163,70667,"['Pål Sverre Hagen', 'Anders Baasmo Christiansen', 'Tobias Santelmann']","['Joachim Rønning', 'Espen Sandberg']"
5164,340,"['Elijah Wood', 'Eugene Hutz', 'Boris Leskin']",['Liev Schreiber']
5165,38073,"['Drew Barrymore', 'Justin Long', 'Charlie Day']",['Nanette Burstein']
5166,4515,"['Meryl Streep', 'Tom Cruise', 'Robert Redford']",['Robert Redford']
5167,82390,"['Zac Efron', 'Matthew McConaughey', 'Nicole Kidman']",['Lee Daniels']
5168,19426,"['Giulietta Masina', 'François Périer', 'Franca Marzi']",['Federico Fellini']
5169,61891,"['Jamie Campbell Bower', 'Rhys Ifans', 'David Thewlis']",['Roland Emmerich']
5170,11167,"['Karlheinz Böhm', 'Anna Massey', 'Moira Shearer']",['Michael Powell']
5171,575604,"['Park Shin-hye', 'Jun Jong-seo', 'Kim Sung-ryung']",['Lee Chung-hyun']
5172,353571,"['Elliot Page', 'Allison Janney', 'Tammy Blanchard']",['Siân Heder']
5173,196024,"['Nikolaj Lie Kaas', 'Fares Fares', 'Sonja Richter']",['Mikkel Nørgaard']
5174,37653,"['Pascal Légitimus', 'Didier Bourdon', 'Bernard Campan']","['Didier Bourdon', 'Bernard Campan']"
5175,13413,"['Angus MacLane', 'Tessa Swigart', 'Ben Burtt']",['Angus MacLane']
5176,726208,"['Rodolfo Sancho', 'Ramón Barea', 'Nerea Barros']",['Ángel Gómez Hernández']
5177,513434,"['Takayuki Hamatsu', 'Yuzuki Akiyama', 'Kazuaki Nagaya']",['Shinichiro Ueda']
5178,11485,"['Woody Allen', 'Janet Margolin', 'Marcel Hillaire']",['Woody Allen']
5179,10794,"['Peter Sellers', 'Claudine Longet', 'Natalia Borisova']",['Blake Edwards']
5180,369778,"['Omar Sy', 'James Thierrée', 'Clotilde Hesme']",['Roschdy Zem']
5181,50837,"['Elizabeth Olsen', 'Christopher Abbott', 'Brady Corbet']",['Sean Durkin']
5182,11020,"['Rachel Roberts', 'Vivean Gray', 'Helen Morse']",['Peter Weir']
5183,261,"['Elizabeth Taylor', 'Paul Newman', 'Burl Ives']",['Richard Brooks']
5184,13284,"['Kelly Sheridan', 'Lee Tockar', 'Tabitha St. Germain']","['Walter P. Martishius', 'William Lau']"
5185,877703,"['Tyler Posey', 'Crystal Reed', 'Holland Roden']",['Russell Mulcahy']
5186,241843,"['Elijah Wood', 'Alison Pill', 'Rainn Wilson']","['Cary Murnion', 'Jonathan Milott']"
5187,311291,"['Charlotte Rampling', 'Tom Courtenay', 'Geraldine James']",['Andrew Haigh']
5188,652483,"['Larissa Manoela', 'Erasmo Carlos', 'André Luiz Frambach']",['César Rodrigues']
5189,821,"['Spencer Tracy', 'Burt Lancaster', 'Richard Widmark']",['Stanley Kramer']
5190,231576,"['Zach Braff', 'Kate Hudson', 'Joey King']",['Zach Braff']
5191,22787,"['Kate Beckinsale', 'Gabriel Macht', 'Tom Skerritt']",['Dominic Sena']
5192,8881,"['Benicio del Toro', 'Demián Bichir', 'Santiago Cabrera']",['Steven Soderbergh']
5193,1040148,"['Lana Condor', 'Toni Collette', 'Annie Murphy']",['Kirk DeMicco']
5194,84287,"['Frédéric Bourdin', ""Adam O'Brian"", 'Anna Ruben']",['Bart Layton']
5195,10323,"['Harry Hamlin', 'Judi Bowker', 'Burgess Meredith']",['Desmond Davis']
5196,94348,"['Tyler Perry', 'Edward Burns', 'Matthew Fox']",['Rob Cohen']
5197,515916,"['Victor Polster', 'Arieh Worthalter', 'Oliver Bodart']",['Lukas Dhont']
5198,1406,"['Billy Crystal', 'Daniel Stern', 'Bruno Kirby']",['Ron Underwood']
5199,5967,"['Catherine Deneuve', 'Nino Castelnuovo', 'Anne Vernon']",['Jacques Demy']
5200,721625,"['K.J. Apa', 'Sofia Carson', 'Craig Robinson']",['Adam Mason']
5201,22949,"['John Travolta', 'Robin Williams', 'Kelly Preston']",['Walt Becker']
5202,486101,"['Stefano Accorsi', 'Carolina Crescentini', 'Elena Cucci']",['Gabriele Muccino']
5203,123105,"['Kristen Connolly', 'Will Rogers', 'Michael Beasley']",['Barry Levinson']
5204,11888,"['Cuba Gooding Jr.', 'James Coburn', 'Sisqó']",['Brian Levant']
5205,21435,"['Josiane Balasko', 'Michel Blanc', 'Marie-Anne Chazel']",['Patrice Leconte']
5206,11298,"['Dee Wallace', 'Patrick Macnee', 'Dennis Dugan']",['Joe Dante']
5207,310569,"['Regina Casé', 'Camila Márdila', 'Karine Teles']",['Anna Muylaert']
5208,429174,"['Maryana Spivak', 'Aleksey Rozin', 'Matvey Novikov']",['Andrey Zvyagintsev']
5209,11093,"['Jennifer Connelly', 'Ben Kingsley', 'Ron Eldard']",['Vadim Perelman']
5210,11566,"['Kevin Kline', 'Sigourney Weaver', 'Frank Langella']",['Ivan Reitman']
5211,37775,"['Carlo Verdone', 'Irina Sanpiter', 'Elena Fabrizi']",['Carlo Verdone']
5212,10069,"['Jon Foster', 'Samaire Armstrong', 'Frankie Muniz']",['William Brent Bell']
5213,10547,"['Charlie Sheen', 'Lindsay Crouse', 'Richard Schiff']",['David Twohy']
5214,45650,"['Chris Massoglia', 'Nathan Gamble', 'Haley Bennett']",['Joe Dante']
5215,770254,"['Isla Fisher', 'Tim Minchin', 'Eric Bana']","['Claire Knight', 'Harry Cripps']"
5216,10835,"['Chow Yun-fat', 'Danny Lee Sau-Yin', 'Sally Yeh']",['John Woo']
5217,10973,"['Richard Carlson', 'Julie Adams', 'Richard Denning']",['Jack Arnold']
5218,587272,"['Santiago Segura', 'Toni Acosta', 'Martina D’Antiochia']",['Santiago Segura']
5219,275601,"['Meryl Streep', 'Kevin Kline', 'Mamie Gummer']",['Jonathan Demme']
5220,12508,"['Mark Wahlberg', 'Jennifer Aniston', 'Dominic West']",['Stephen Herek']
5221,11929,"['Kathy Bates', 'Jennifer Jason Leigh', 'Judy Parfitt']",['Taylor Hackford']
5222,11050,"['Shirley MacLaine', 'Debra Winger', 'Jack Nicholson']",['James L. Brooks']
5223,492353,"['Fabio De Luigi', 'Miriam Leone', 'Barbara Bouchet']","['Giancarlo Fontana', 'Giuseppe G. Stasi']"
5224,340022,"['David Oyelowo', 'Joel Edgerton', 'Charlize Theron']",['Nash Edgerton']
5225,604563,"['Jean Dujardin', 'Pierre Niney', 'Wladimir Yordanoff']",['Nicolas Bedos']
5226,127560,"['Colin Firth', 'Nicole Kidman', 'Stellan Skarsgård']",['Jonathan Teplitzky']
5227,347866,"['Timothée Chalamet', 'Maika Monroe', 'Alex Roe']",['Elijah Bynum']
5228,7007,"['Sean Connery', 'Wesley Snipes', 'Tia Carrere']",['Philip Kaufman']
5229,4929,"['Clint Eastwood', 'Inger Stevens', 'Ed Begley']",['Ted Post']
5230,145197,"['Amy Seimetz', 'Shane Carruth', 'Andrew Sensenig']",['Shane Carruth']
5231,22821,"['Sean Patrick Flanery', 'Norman Reedus', 'Billy Connolly']",['Troy Duffy']
5232,106021,"['Aaron Eckhart', 'Liana Liberato', 'Olga Kurylenko']",['Philipp Stölzl']
5233,454294,"['Louis Ashbourne Serkis', 'Dean Chaumoo', 'Tom Taylor']",['Joe Cornish']
5234,38543,"['James Purefoy', 'Kate Mara', 'Jason Flemyng']",['Jonathan English']
5235,817648,"['Kevin James', 'Taylor Lautner', 'Rob Schneider']","['Charles Kinnane', 'Daniel Kinnane']"
5236,8827,"['Jean Dujardin', 'Jocelyn Quivrin', 'Patrick Mille']",['Jan Kounen']
5237,11257,"['Helena Bonham Carter', 'Julian Sands', 'Maggie Smith']",['James Ivory']
5238,12481,"['Bruce Lee', 'Maria Yi', 'James Tien Chuen']",['Lo Wei']
5239,535437,"['Noah Centineo', 'Kristen Johnston', 'George Hamilton']",['Ann Deborah Fishman']
5240,220,"['James Dean', 'Julie Harris', 'Raymond Massey']",['Elia Kazan']
5241,11086,"['Jim Carrey', 'Bob Balaban', 'Jeffrey DeMunn']",['Frank Darabont']
5242,250124,"['Bel Powley', 'Kristen Wiig', 'Alexander Skarsgård']",['Marielle Heller']
5243,30197,"['Zero Mostel', 'Gene Wilder', 'Estelle Winwood']",['Mel Brooks']
5244,739413,"['Chloë Grace Moretz', 'Algee Smith', 'Raúl Castillo']",['Mattson Tomlin']
5245,20345,"['Tony Musante', 'Suzy Kendall', 'Enrico Maria Salerno']",['Dario Argento']
5246,656663,"['Johnny Knoxville', 'Steve-O', 'Chris Pontius']",['Jeff Tremaine']
5247,14533,"['Angelina Jolie', 'Elizabeth Mitchell', 'Eric Michael Cole']",['Michael Cristofer']
5248,9980,"['Emilio Estevez', 'Pat Hingle', 'Laura Harrington']",['Stephen King']
5249,39210,"['Stephen Dorff', 'Elle Fanning', 'Chris Pontius']",['Sofia Coppola']
5250,8555,"['Franka Potente', 'Sean Harris', 'Vas Blackwood']",['Christopher Smith']
5251,16938,"['Olivia Hussey', 'John Saxon', 'Andrea Martin']",['Bob Clark']
5252,432976,"['Bryan Fogel', 'Dave Zabriskie', 'Don Catlin']",['Bryan Fogel']
5253,542830,"['François Cluzet', 'Marion Cotillard', 'Gilles Lellouche']",['Guillaume Canet']
5254,11386,"['Stephen Rea', 'Miranda Richardson', 'Jaye Davidson']",['Neil Jordan']
5255,9918,"['Josh Lucas', 'Derek Luke', 'Jon Voight']",['James Gartner']
5256,13121,"['Jess Weixler', 'John Hensley', 'Josh Pais']",['Mitchell Lichtenstein']
5257,3040,"['Konstantin Khabenskiy', 'Vladimir Menshov', 'Galina Tyunina']",['Timur Bekmambetov']
5258,10907,"['Errol Flynn', 'Olivia de Havilland', 'Basil Rathbone']","['Michael Curtiz', 'William Keighley']"
5259,328589,"['Maggie Smith', 'Alex Jennings', 'Frances de la Tour']",['Nicholas Hytner']
5260,838484,"['Iola Evans', 'Asa Butterfield', 'Robert Englund']",['Toby Meakins']
5261,13151,"['B.J. Ward', 'Ed Gilbert', 'Tara Strong']","['Kazumi Fukushima', 'Jim Stenstrum', 'Hiroshi Aoyama']"
5262,489929,"['Winona Ryder', 'Keanu Reeves', 'DJ Dallenbach']",['Victor Levin']
5263,450489,"['Gugu Mbatha-Raw', 'Michiel Huisman', 'Steve Coogan']",['Stephanie Laing']
5264,10380,"['Phillip Glasser', 'James Stewart', 'Erica Yohn']","['Phil Nibbelink', 'Simon Wells']"
5265,48838,"['Colin Farrell', 'Keira Knightley', 'David Thewlis']",['William Monahan']
5266,1494,"['Chow Yun-fat', 'Gong Li', 'Jay Chou']",['Zhang Yimou']
5267,8975,"['John Cena', 'Kelly Carlson', 'Robert Patrick']",['John Bonito']
5268,11826,"['Ray Winstone', 'Ben Kingsley', 'Ian McShane']",['Jonathan Glazer']
5269,3053,"['Jack MacGowran', 'Roman Polanski', 'Alfie Bass']",['Roman Polanski']
5270,823766,"['Florence Pugh', 'Kíla Lord Cassidy', 'Tom Burke']",['Sebastián Lelio']
5271,10885,"['Joshua Jackson', 'Rachael Taylor', 'Megumi Okina']",['Masayuki Ochiai']
5272,449664,"['Evan Williams', 'Annabelle Stephenson', 'Elisabeth Hower']",['Will Wernick']
5273,10956,"['David Spade', 'Dennis Miller', 'Brittany Daniel']",['Dennie Gordon']
5274,11879,"['Adrian Pasdar', 'Jenny Wright', 'Lance Henriksen']",['Kathryn Bigelow']
5275,416194,"['Kristoffer Joner', 'Ane Dahl Torp', 'Jonas Hoff Oftebro']",['John Andreas Andersen']
5276,11569,"['Terry Farrell', 'Doug Bradley', 'Kevin Bernhardt']",['Anthony Hickox']
5277,624808,"['Sam Claflin', 'Olivia Munn', 'Eleanor Tomlinson']",['Dean Craig']
5278,268238,"['Dev Patel', 'Judi Dench', 'Richard Gere']",['John Madden']
5279,8617,"['Brittany Snow', 'Scott Porter', 'Jessica Stroup']",['Nelson McCormick']
5280,291984,"['Kit Harington', 'Jacob Tremblay', 'Natalie Portman']",['Xavier Dolan']
5281,1554,"['Tom Waits', 'John Lurie', 'Roberto Benigni']",['Jim Jarmusch']
5282,16553,"['Josh Hutcherson', 'Charlie Ray', 'Bradley Whitford']",['Mark Levin']
5283,10354,"['Clint Eastwood', 'Isaiah Washington', 'LisaGay Hamilton']",['Clint Eastwood']
5284,773655,"['Samuel L. Jackson', 'Hugh Grant', 'Lisa Kudrow']","['Al Campbell', 'Alice Mathias']"
5285,11862,"['Steve Martin', 'Diane Keaton', 'Martin Short']",['Charles Shyer']
5286,25983,"['Jocelin Donahue', 'Tom Noonan', 'Mary Woronov']",['Ti West']
5287,449459,"['Gerard Butler', 'Peter Mullan', 'Connor Swindells']",['Kristoffer Nyholm']
5288,2061,"['Kim Bodnia', 'Mads Mikkelsen', 'Laura Drasbæk']",['Nicolas Winding Refn']
5289,10423,"['Jason Scott Lee', 'Lauren Holly', 'Robert Wagner']",['Rob Cohen']
5290,12177,"['Mike Myers', 'Jessica Alba', 'Justin Timberlake']",['Marco Schnabel']
5291,15067,"['Song Kang-ho', 'Lee Byung-hun', 'Jung Woo-sung']",['Kim Jee-woon']
5292,1075,"['Bajram Severdžan', ""Srđan 'Žika' Todorović"", 'Zabit Memedov']",['Emir Kusturica']
5293,526050,"['Regina Hall', 'Issa Rae', 'Marsai Martin']",['Tina Gordon Chism']
5294,672647,"['Kyle Allen', 'Kathryn Newton', 'Jermaine Harris']",['Ian Samuels']
5295,11973,"['Kevin Costner', 'Bruce Greenwood', 'Steven Culp']",['Roger Donaldson']
5296,1871,"['Jean Marais', 'Louis de Funès', 'Mylène Demongeot']",['André Hunebelle']
5297,625,"['Sam Waterston', 'Haing S. Ngor', 'John Malkovich']",['Roland Joffé']
5298,2359,"['Michael Moore', 'Tony Benn', 'Tucker Albrizzi']",['Michael Moore']
5299,54309,"['Giorgio Panariello', 'Nicolas Vaporidis', 'Carolina Crescentini']",['Fausto Brizzi']
5300,397,"['Meg Ryan', 'Kevin Kline', 'Timothy Hutton']",['Lawrence Kasdan']
5301,791,"['Tom Welling', 'Maggie Grace', 'Selma Blair']",['Rupert Wainwright']
5302,250349,"['Lambert Wilson', 'Franck Dubosc', 'Florence Foresti']",['Eric Lavaine']
5303,10163,"['Jeff Fahey', 'Pierce Brosnan', 'Jenny Wright']",['Brett Leonard']
5304,449406,"['Lin-Manuel Miranda', 'Ynairaly Simo', 'Zoe Saldaña']",['Kirk DeMicco']
5305,11302,"['Woody Allen', 'Louise Lasser', 'Carlos Montalbán']",['Woody Allen']
5306,13492,"['Karina Testa', 'Aurélien Wiik', 'Patrick Ligardes']",['Xavier Gens']
5307,2009,"['Anamaria Marinca', 'Laura Vasiliu', 'Vlad Ivanov']",['Cristian Mungiu']
5308,34494,"['Raoul Bova', 'Michela Quattrociocche', 'Francesca Ferrazzo']",['Federico Moccia']
5309,10493,"['Nicole Kidman', 'Sam Neill', 'Billy Zane']",['Phillip Noyce']
5310,10678,"['Steve Martin', 'Queen Latifah', 'Eugene Levy']",['Adam Shankman']
5311,319075,"['Kurt Cobain', 'Courtney Love', 'Krist Novoselic']",['Brett Morgen']
5312,11587,"['George C. Scott', 'Ed Flanders', 'Brad Dourif']",['William Peter Blatty']
5313,796185,"['François Civil', 'Vincent Cassel', 'Romain Duris']",['Martin Bourboulon']
5314,9343,"['Klaus Kinski', 'Claudia Cardinale', 'José Lewgoy']",['Werner Herzog']
5315,370567,"['Johnny Depp', 'Emily Blunt', 'James McAvoy']",['John Stevenson']
5316,56014,"['Paola Cortellesi', 'Fabio De Luigi', 'Sarah Felberbaum']",['Fausto Brizzi']
5317,2788,"['Winona Ryder', 'Ethan Hawke', 'Janeane Garofalo']",['Ben Stiller']
5318,8095,"['Elizabeth Taylor', 'Richard Burton', 'Rex Harrison']",['Joseph L. Mankiewicz']
5319,14052,"['Robert Carradine', 'Anthony Edwards', 'Timothy Busfield']",['Jeff Kanew']
5320,215830,"['Sharlto Copley', 'Joseph Morgan', 'Thomas Kretschmann']",['Gonzalo López-Gallego']
5321,14438,"['Kirk Cameron', 'Erin Bethea', 'Ken Bevel']",['Alex Kendrick']
5322,226448,"['Zoe Kazan', 'Michael Stahl-David', 'Nikki Reed']",['Brin Hill']
5323,614930,"['Micah Abbey', 'Shamon Brown Jr.', 'Nicolas Cantu']",['Jeff Rowe']
5324,17295,"['Jean Martin', 'Brahim Hadjadj', 'Saadi Yacef']",['Gillo Pontecorvo']
5325,13283,"['Kelly Sheridan', 'Melissa Lyons', 'Alessandro Juliani']",['Greg Richardson']
5326,133469,"['José Garcia', 'Jean-Pierre Marielle', 'Franck Dubosc']",['Olivier Dahan']
5327,13595,"['Brendan Fraser', 'Steve Buscemi', 'Adam Sandler']",['Michael Lehmann']
5328,204436,"['Mathias Malzieu', 'Olivia Ruiz', 'Grand Corps Malade']","['Mathias Malzieu', 'Stéphane Berla']"
5329,366564,"['Orelsan', 'Gringe', 'Seydou Doucouré']","['Orelsan', 'Christophe Offenstein']"
5330,10218,"['Jon Favreau', 'Vince Vaughn', 'Ron Livingston']",['Doug Liman']
5331,516632,"['James Badge Dale', 'Marin Ireland', 'Sasha Frolova']",['David Prior']
5332,10720,"['Renée Zellweger', 'Ewan McGregor', 'Sarah Paulson']",['Peyton Reed']
5333,41505,"['Julianne Moore', 'Jonathan Rhys Meyers', 'Jeffrey DeMunn']","['Björn Stein', 'Måns Mårlind']"
5334,606117,"['Laura Marano', 'Gregg Sulkin', 'Johannah Newmarch']",['Michelle Johnston']
5335,329981,"['Naomi Watts', 'Oliver Platt', 'David Cubitt']",['Farren Blackburn']
5336,53457,"['Kristin Scott Thomas', 'Mélusine Mayance', 'Niels Arestrup']",['Gilles Paquet-Brenner']
5337,15070,"['Wesley Snipes', 'Ving Rhames', 'Peter Falk']",['Walter Hill']
5338,339404,"['Alexandra Daddario', 'Kate Upton', 'Matt Barr']",['William H. Macy']
5339,567970,"['Amy Ryan', 'Thomasin McKenzie', 'Lola Kirke']",['Liz Garbus']
5340,12208,"['David Niven', 'Peter Sellers', 'Ursula Andress']","['Val Guest', 'Ken Hughes', 'John Huston', 'Joseph McGrath', 'Robert Parrish']"
5341,178915,"['Claudio Bisio', 'Kasia Smutniak', 'Giuseppe Fiorello']",['Riccardo Milani']
5342,44129,"['Ben Affleck', 'Tommy Lee Jones', 'Chris Cooper']",['John Wells']
5343,11971,"['Emma Thompson', 'Kenneth Branagh', 'Robert Sean Leonard']",['Kenneth Branagh']
5344,252607,"['Kev Adams', 'Franck Dubosc', 'Nora Arnezeder']",['Pascal Bourdiaux']
5345,15906,"['Kelly Sheridan', 'Kathleen Barr', 'Lalainia Lindbjerg']",['Greg Richardson']
5346,302528,"['Christopher Plummer', 'Bruno Ganz', 'Jürgen Prochnow']",['Atom Egoyan']
5347,807356,"['Maika Monroe', 'Karl Glusman', 'Burn Gorman']",['Chloe Okuno']
5348,14410,"['Jamal Woolard', 'Derek Luke', 'Naturi Naughton']",['George Tillman Jr.']
5349,9644,"['Emilio Estevez', 'Samuel L. Jackson', 'Jon Lovitz']",['Gene Quintano']
5350,89899,"['Jean Dujardin', 'Gilles Lellouche', 'Géraldine Nakache']","['Emmanuelle Bercot', 'Fred Cavayé', 'Alexandre Courtes', 'Jean Dujardin', 'Michel Hazanavicius', 'Eric Lartigau', 'Gilles Lellouche']"
5351,528949,"['Mario Casas', 'Richard van Weyden', 'Alain Hernández']",['Mar Targarona']
5352,567604,"['Ryan Reynolds', 'Josh Brolin', 'Morena Baccarin']",['David Leitch']
5353,471507,"['Nicole Kidman', 'Toby Kebbell', 'Tatiana Maslany']",['Karyn Kusama']
5354,462883,"['Eric Bauza', 'Timothy Omundson', 'Thaila Ayala']",['Alex Zamm']
5355,649087,"['Johannes Bah Kuhnke', 'Nanna Blondell', 'Anastasios Soulis']",['Alain Darborg']
5356,2086,"['Johnny Depp', 'Courtney Chase', 'Charles S. Dutton']",['John Badham']
5357,6687,"['Woody Harrelson', 'Emily Mortimer', 'Kate Mara']",['Brad Anderson']
5358,526007,"['Tye Sheridan', 'Ana de Armas', 'Helen Hunt']",['Michael Cristofer']
5359,56903,"['Riccardo Scamarcio', 'Katy Louise Saunders', 'Mauro Meconi']",['Luca Lucini']
5360,15567,"['Daveigh Chase', 'Chris Sanders', 'Tia Carrere']","['Tony Craig', 'Roberts Gannaway']"
5361,10477,"['Sylvester Stallone', 'Burt Reynolds', 'Kip Pardue']",['Renny Harlin']
5362,539181,"['Emily Mortimer', 'Bella Heathcote', 'Robyn Nevin']",['Natalie Erika James']
5363,209451,"['John Lloyd Young', 'Vincent Piazza', 'Michael Lomenda']",['Clint Eastwood']
5364,2749,"['Robert De Niro', 'Edward Burns', 'Kelsey Grammer']",['John Herzfeld']
5365,11636,"['Jackie Chan', 'Nicholas Tse', 'Charlie Yeung']",['Benny Chan']
5366,429191,"['Daniela Vega', 'Francisco Reyes', 'Luis Gnecco']",['Sebastián Lelio']
5367,14239,"['Kim Basinger', 'Gabriel Byrne', 'Brad Pitt']",['Ralph Bakshi']
5368,10536,"['Michael Caine', 'Noël Coward', 'Benny Hill']",['Peter Collinson']
5369,463858,"['Vincent Lacoste', 'William Lebghil', 'Michel Lerousseau']",['Thomas Lilti']
5370,11881,"[""Maureen O'Hara"", 'John Payne', 'Edmund Gwenn']",['George Seaton']
5371,310135,"['Munro Chambers', 'Laurence Leboeuf', 'Michael Ironside']","['François Simard', 'Anouk Whissell', 'Yoann-Karl Whissell']"
5372,232572,"['Robert Redford', 'Nick Nolte', 'Emma Thompson']",['Ken Kwapis']
5373,20914,"['Ugo Tognazzi', 'Gastone Moschin', 'Philippe Noiret']",['Mario Monicelli']
5374,400157,"['Brianna Denski', 'Norbert Leo Butz', 'Ken Hudson Campbell']",['Dylan Brown']
5375,471474,"['Bruce Greenwood', 'Jennifer Carpenter', 'Anthony Stewart Head']",['Sam Liu']
5376,514593,"['Kevin Bacon', 'Amanda Seyfried', 'Avery Tiiu Essex']",['David Koepp']
5377,22620,"['Nick Palatas', 'Hayley Kiyoko', 'Frank Welker']",['Brian Levant']
5378,10155,"['Sean Penn', 'Nick Nolte', 'Jennifer Lopez']",['Oliver Stone']
5379,12763,"['Antonio Banderas', 'Rob Brown', 'Yaya DaCosta']",['Liz Friedlander']
5380,13285,"['Kelly Sheridan', 'Lee Tockar', 'Christopher Gaze']","['William Lau', 'Walter P. Martishius']"
5381,347984,"['Jamie Bell', 'Abbie Cornish', 'Mark Strong']",['Toa Fraser']
5382,60672,"['Jean Reno', 'Benoît Magimel', 'Camille Natta']",['Olivier Dahan']
5383,350312,"['Prabhas', 'Rana Daggubati', 'Anushka Shetty']",['S. S. Rajamouli']
5384,9087,"['Michael Douglas', 'Annette Bening', 'Martin Sheen']",['Rob Reiner']
5385,13931,"['Billy Crystal', 'John Goodman']","['Pete Docter', 'Roger Gould']"
5386,257785,"['Alicia Vikander', 'Dane DeHaan', 'Christoph Waltz']",['Justin Chadwick']
5387,15356,"['Blythe Auffarth', 'Daniel Manche', 'Michael Zegen']",['Gregory Wilson']
5388,831946,"['Elsa Pataky', 'Luke Bracey', 'Aaron Glenane']",['Matthew Reilly']
5389,417812,"['Jake Gyllenhaal', 'Carey Mulligan', 'Ed Oxenbould']",['Paul Dano']
