,id,cast,director
2701,398929,"['Philippe Lacheau', 'Élodie Fontan', 'Julien Arruti']",['Philippe Lacheau']
2702,556678,"['Anya Taylor-Joy', 'Johnny Flynn', ""Josh O'Connor""]",['Autumn de Wilde']
2703,219,"['Penélope Cruz', 'Carmen Maura', 'Lola Dueñas']",['Pedro Almodóvar']
2704,233063,"[""Elyas M'Barek"", 'Karoline Herfurth', 'Katja Riemann']",['Bora Dagtekin']
2705,467938,"['Matilda Lutz', 'Kevin Janssens', 'Vincent Colombe']",['Coralie Fargeat']
2706,11820,"['Julia Roberts', 'Kirsten Dunst', 'Julia Stiles']",['Mike Newell']
2707,365222,"['Donnie Yen', 'Jin Zhang', 'Lynn Hung']",['Wilson Yip']
2708,925,"['Danny Aiello', 'Spike Lee', 'Ossie Davis']",['Spike Lee']
2709,9530,"['Robin Williams', 'Cheryl Hines', 'JoJo']",['Barry Sonnenfeld']
2710,149871,"['Aki Asakura', 'Takeo Chii', 'Nobuko Miyamoto']",['Isao Takahata']
2711,85889,"['James McAvoy', 'Jamie Bell', 'Eddie Marsan']",['Jon S. Baird']
2712,445629,"['Florence Pugh', 'Lena Headey', 'Nick Frost']",['Stephen Merchant']
2713,152,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']",['Robert Wise']
2714,7270,"['Nicolas Cage', 'Sam Rockwell', 'Alison Lohman']",['Ridley Scott']
2715,35554,"['Checco Zalone', 'Giulia Michelini', 'Dino Abbrescia']",['Gennaro Nunziante']
2716,10072,"['Patricia Arquette', 'Heather Langenkamp', 'Craig Wasson']",['Chuck Russell']
2717,323675,"['Kevin Hart', 'Ice Cube', 'Olivia Munn']",['Tim Story']
2718,774825,"['Simon Pegg', 'Vincent Tong', 'Aaron Harris']",['John C. Donkin']
2719,579047,"['Hugh Jackman', 'Rebecca Ferguson', 'Thandiwe Newton']",['Lisa Joy']
2720,18480,"['Sacha Baron Cohen', 'Gustaf Hammarsten', 'Clifford Bañagale']",['Larry Charles']
2721,8489,"['Will Smith', 'Jamie Foxx', 'Jon Voight']",['Michael Mann']
2722,68817,"['Dennis Quaid', 'Kenny Wormald', 'Julianne Hough']",['Craig Brewer']
2723,1588,"['Kirsten Dunst', 'Eliza Dushku', 'Jesse Bradford']",['Peyton Reed']
2724,553604,"['Liam Neeson', 'Kate Walsh', 'Jai Courtney']",['Mark Williams']
2725,7288,"['Ben Stiller', 'Drew Barrymore', 'Amber Valletta']",['Danny DeVito']
2726,447362,"['Jaden Smith', 'Cara Delevingne', 'Cuba Gooding Jr.']",['Mitja Okorn']
2727,136418,"['Jason Statham', 'Agata Buzek', 'Vicky McClure']",['Steven Knight']
2728,10220,"['Matt Damon', 'Edward Norton', 'John Turturro']",['John Dahl']
2729,4614,"['Ben Affleck', 'Morgan Freeman', 'James Cromwell']",['Phil Alden Robinson']
2730,9769,"['Jeremy Irons', 'Dominique Swain', 'Melanie Griffith']",['Adrian Lyne']
2731,296100,"['Joseph Gordon-Levitt', 'Seth Rogen', 'Anthony Mackie']",['Jonathan Levine']
2732,170687,"['Ben Kingsley', 'Isaac Hempstead-Wright', 'Elle Fanning']","['Graham Annable', 'Anthony Stacchi']"
2733,4566,"['George Clooney', 'Tom Wilkinson', 'Tilda Swinton']",['Tony Gilroy']
2734,16538,"['Paul Rudd', 'Jason Segel', 'Rashida Jones']",['John Hamburg']
2735,10808,"['Eddie Murphy', 'Kristen Wilson', 'Kyla Pratt']",['Steve Carr']
2736,617,"['Kevin Bacon', 'Matt Dillon', 'Neve Campbell']",['John McNaughton']
2737,324670,"['James Badge Dale', 'Emily Mortimer', 'Gonzalo Menendez']",['Nic Mathieu']
2738,9316,"['Tony Jaa', 'Petchtai Wongkamlao', 'Patrarin Punyanutatam']",['Prachya Pinkaew']
2739,9072,"['Marlon Wayans', 'Shawn Wayans', 'Kerry Washington']",['Keenen Ivory Wayans']
2740,454293,"['Kevin Hart', 'Tiffany Haddish', 'Rob Riggle']",['Malcolm D. Lee']
2741,873,"['Whoopi Goldberg', 'Danny Glover', 'Margaret Avery']",['Steven Spielberg']
2742,12106,"['Sharon Stone', 'Gene Hackman', 'Russell Crowe']",['Sam Raimi']
2743,14359,"['Meryl Streep', 'Philip Seymour Hoffman', 'Amy Adams']",['John Patrick Shanley']
2744,9357,"['Robin Williams', 'Connie Nielsen', 'Michael Vartan']",['Mark Romanek']
2745,9531,"['Christopher Reeve', 'Richard Pryor', 'Jackie Cooper']",['Richard Lester']
2746,11172,"['Drew Barrymore', 'Hugh Grant', 'Toni Trucks']",['Marc Lawrence']
2747,314405,"['Salma Hayek Pinault', 'Vincent Cassel', 'Toby Jones']",['Matteo Garrone']
2748,11327,"['Brad Davis', 'Irene Miracle', 'Bo Hopkins']",['Alan Parker']
2749,655,"['Harry Dean Stanton', 'Nastassja Kinski', 'Dean Stockwell']",['Wim Wenders']
2750,486947,"['Jakob Cedergren', 'Jessica Dinnage', 'Omar Shargawi']",['Gustav Möller']
2751,2018,"['Jennifer Lopez', 'Matthew McConaughey', 'Justin Chambers']",['Adam Shankman']
2752,1729,"['Jackie Chan', 'Jet Li', 'Michael Angarano']",['Rob Minkoff']
2753,83389,"['Masami Nagasawa', 'Junichi Okada', 'Keiko Takeshita']",['Goro Miyazaki']
2754,181283,"['Tom Hardy', 'Gary Oldman', 'Noomi Rapace']",['Daniel Espinosa']
2755,151960,"['Dane Cook', 'Carlos Alazraqui', 'Val Kilmer']",['Klay Hall']
2756,325789,"['Bryan Cranston', 'Diane Kruger', 'John Leguizamo']",['Brad Furman']
2757,242095,"['Brenton Thwaites', 'Olivia Cooke', 'Beau Knapp']",['William Eubank']
2758,2604,"['Tom Cruise', 'Raymond J. Barry', 'Caroline Kava']",['Oliver Stone']
2759,10761,"['Patrick Dempsey', 'Michelle Monaghan', 'Kevin McKidd']",['Paul Weiland']
2760,238215,"['Elli', 'Adam B. Shapiro', 'Evan Neumann']",['Tom McCarthy']
2761,475430,"['Ferdia Shaw', 'Colin Farrell', 'Lara McDonnell']",['Kenneth Branagh']
2762,7278,"['Sean Maguire', 'Carmen Electra', 'Ken Davitian']","['Jason Friedberg', 'Aaron Seltzer']"
2763,112198,"['Patrick Bruel', 'Valérie Benguigui', 'Charles Berling']","['Alexandre de La Patellière', 'Matthieu Delaporte']"
2764,1852,"['Nicolas Cage', 'Michael Peña', 'Maria Bello']",['Oliver Stone']
2765,517814,"['Zain Al Rafeea', 'Yordanos Shifera', 'Boluwatife Treasure Bankole']",['Nadine Labaki']
2766,590,"['Julianne Moore', 'Nicole Kidman', 'Meryl Streep']",['Stephen Daldry']
2767,245168,"['Carey Mulligan', 'Helena Bonham Carter', 'Brendan Gleeson']",['Sarah Gavron']
2768,407448,"['John Boyega', 'Will Poulter', 'Anthony Mackie']",['Kathryn Bigelow']
2769,2657,"['Tobey Maguire', 'Reese Witherspoon', 'William H. Macy']",['Gary Ross']
2770,11104,"['Takeshi Kaneshiro', 'Brigitte Lin', 'Tony Leung Chiu-wai']",['Wong Kar-wai']
2771,4584,"['Emma Thompson', 'Kate Winslet', 'Alan Rickman']",['Ang Lee']
2772,37786,"['Sarah Jessica Parker', 'Kim Cattrall', 'Kristin Davis']",['Michael Patrick King']
2773,25793,"['Gabourey Sidibe', ""Mo'Nique"", 'Paula Patton']",['Lee Daniels']
2774,10774,"['Faye Dunaway', 'William Holden', 'Peter Finch']",['Sidney Lumet']
2775,4379,"['Jennifer Lopez', 'Jane Fonda', 'Michael Vartan']",['Robert Luketic']
2776,491480,"['Maxwell Simba', 'Chiwetel Ejiofor', 'Aïssa Maïga']",['Chiwetel Ejiofor']
2777,285923,"['Kurt Russell', 'Zoë Bell', 'Rosario Dawson']","['Robert Rodriguez', 'Quentin Tarantino', 'Rob Zombie', 'Edgar Wright', 'Eli Roth', 'Jason Eisener']"
2778,15196,"['Tim Curry', 'Eileen Brennan', 'Madeline Kahn']",['Jonathan Lynn']
2779,283378,"['Addison Timlin', 'Jeremy Irvine', 'Juliet Aubrey']",['Scott Hicks']
2780,262543,"['Antonio Banderas', 'Melanie Griffith', 'Birgitte Hjort Sørensen']",['Gabe Ibáñez']
2781,6877,"['Matthew McConaughey', 'Sarah Jessica Parker', 'Zooey Deschanel']",['Tom Dey']
2782,399106,[],['Alan Barillaro']
2783,338189,"['Gaspard Ulliel', 'Nathalie Baye', 'Vincent Cassel']",['Xavier Dolan']
2784,290,"['John Turturro', 'John Goodman', 'Judy Davis']","['Joel Coen', 'Ethan Coen']"
2785,38317,"['Kevin James', 'Rosario Dawson', 'Leslie Bibb']",['Frank Coraci']
2786,258509,"['Jason Lee', 'Justin Long', 'Matthew Gray Gubler']",['Walt Becker']
2787,298382,"['Kate Winslet', 'Liam Hemsworth', 'Caroline Goodall']",['Jocelyn Moorhouse']
2788,10588,"['Mike Myers', 'Dakota Fanning', 'Spencer Breslin']",['Bo Welch']
2789,24253,"['Michael Nyqvist', 'Noomi Rapace', 'Lena Endre']",['Daniel Alfredson']
2790,9372,"['Morgan Spurlock', 'Daryl Isaacs', 'Lisa Ganjhu']",['Morgan Spurlock']
2791,4421,"['Demi Moore', 'Viggo Mortensen', 'Morris Chestnut']",['Ridley Scott']
2792,9718,"['Will Ferrell', 'John C. Reilly', 'Michael Clarke Duncan']",['Adam McKay']
2793,8952,"['Jim Carrey', 'Ewan McGregor', 'Leslie Mann']","['John Requa', 'Glenn Ficarra']"
2794,2640,"['Winona Ryder', 'Christian Slater', 'Shannen Doherty']",['Michael Lehmann']
2795,44603,"['Matt Damon', 'Cécile de France', 'Bryce Dallas Howard']",['Clint Eastwood']
2796,55846,"['Jason Statham', 'Paddy Considine', 'Aidan Gillen']",['Elliott Lester']
2797,10735,"['Amanda Bynes', 'Colin Firth', 'Kelly Preston']",['Dennie Gordon']
2798,453201,"['Ray Corasani', 'Spencer Stone', 'Anthony Sadler']",['Clint Eastwood']
2799,268920,"['Reese Witherspoon', 'Sofía Vergara', 'Michael Mosley']",['Anne Fletcher']
2800,171372,"['Domhnall Gleeson', 'Maggie Gyllenhaal', 'Scoot McNairy']",['Lenny Abrahamson']
2801,1825,"['Sylvester Stallone', 'Robert Loggia', 'Susan Blakely']",['Menahem Golan']
2802,417320,"['Dove Cameron', 'Cameron Boyce', 'Sofia Carson']",['Kenny Ortega']
2803,9349,"['Jean-Claude Van Damme', 'Dolph Lundgren', 'Ally Walker']",['Roland Emmerich']
2804,592,"['Gene Hackman', 'John Cazale', 'Allen Garfield']",['Francis Ford Coppola']
2805,330764,"['Pili Groyne', 'Benoît Poelvoorde', 'Yolande Moreau']",['Jaco Van Dormael']
2806,454640,"['Jason Sudeikis', 'Josh Gad', 'Danny McBride']",['Thurop Van Orman']
2807,205220,"['Judi Dench', 'Steve Coogan', 'Sophie Kennedy Clark']",['Stephen Frears']
2808,293670,"['Kwak Do-won', 'Hwang Jung-min', 'Chun Woo-hee']",['Na Hong-jin']
2809,845,"['Farley Granger', 'Ruth Roman', 'Robert Walker']",['Alfred Hitchcock']
2810,591275,"['Kiana Madeira', 'Ashley Zukerman', 'Gillian Jacobs']",['Leigh Janiak']
2811,10992,"['Jeff Goldblum', 'Elizabeth Perkins', 'Alexander Pollock']",['Lawrence Guterman']
2812,42684,"['Eric Balfour', 'Scottie Thompson', 'David Zayas']","['Colin Strause', 'Greg Strause']"
2813,512,"['Scarlett Johansson', 'Woody Allen', 'Hugh Jackman']",['Woody Allen']
2814,300673,"['Chris Pine', 'Casey Affleck', 'Ben Foster']",['Craig Gillespie']
2815,9994,"['Barrie Ingham', 'Val Bettin', 'Vincent Price']","['John Musker', 'Burny Mattinson', 'David Michener', 'Ron Clements']"
2816,9563,"['Al Pacino', 'Cameron Diaz', 'Jamie Foxx']",['Oliver Stone']
2817,648579,"['Nicolas Cage', 'Pedro Pascal', 'Sharon Horgan']",['Tom Gormican']
2818,646207,"['Liam Neeson', 'Marcus Thomas', 'Laurence Fishburne']",['Jonathan Hensleigh']
2819,108,"['Juliette Binoche', 'Benoît Régent', 'Florence Pernel']",['Krzysztof Kieślowski']
2820,963,"['Humphrey Bogart', 'Mary Astor', 'Gladys George']",['John Huston']
2821,287424,"['Arnold Schwarzenegger', 'Abigail Breslin', 'Joely Richardson']",['Henry Hobson']
2822,76617,"['Alexandra Daddario', 'Dan Yeager', 'Trey Songz']",['John Luessenhop']
2823,746,"['John Lone', 'Joan Chen', ""Peter O'Toole""]",['Bernardo Bertolucci']
2824,736526,"['Ine Marie Wilmann', 'Kim S. Falck-Jørgensen', 'Mads Sjøgård Pettersen']",['Roar Uthaug']
2825,103332,"['Paul Dano', 'Zoe Kazan', 'Chris Messina']","['Jonathan Dayton', 'Valerie Faris']"
2826,11017,"['Adam Sandler', 'Bradley Whitford', 'Josh Mostel']",['Tamra Davis']
2827,1639,"['Sandra Bullock', 'Jason Patric', 'Willem Dafoe']",['Jan de Bont']
2828,55420,"['Brit Marling', 'William Mapother', 'Matthew-Lee Erlbach']",['Mike Cahill']
2829,152747,['Robert Redford'],['J.C. Chandor']
2830,7516,"['Ryan Reynolds', 'Andy García', 'Martin Henderson']",['Joe Carnahan']
2831,252838,"['Kevin Hart', 'Josh Gad', 'Kaley Cuoco']",['Jeremy Garelick']
2832,1883,"['Denzel Washington', 'Angela Bassett', 'Albert Hall']",['Spike Lee']
2833,334524,"['Matthew McConaughey', 'Bryce Dallas Howard', 'Edgar Ramírez']",['Stephen Gaghan']
2834,80389,"['Mel Gibson', 'Kevin Hernandez', 'Daniel Giménez Cacho']",['Adrian Grünberg']
2835,9038,"['Ben Stiller', 'Malin Åkerman', 'Michelle Monaghan']","['Bobby Farrelly', 'Peter Farrelly']"
2836,2026,"['Bruce Willis', 'Ben Foster', 'Jonathan Tucker']",['Florent-Emilio Siri']
2837,724089,"['Melanie Zanetti', 'Giulio Berruti', 'James Andrew Fraser']",['Tosca Musk']
2838,379,"['Gabriel Byrne', 'Marcia Gay Harden', 'John Turturro']","['Joel Coen', 'Ethan Coen']"
2839,511785,"['Daniel Doheny', 'Madeline Weinstein', 'Antonio Marziale']",['Craig Johnson']
2840,86837,"['Jean-Louis Trintignant', 'Emmanuelle Riva', 'Isabelle Huppert']",['Michael Haneke']
2841,9559,"['Kevin Costner', 'Clint Eastwood', 'Laura Dern']",['Clint Eastwood']
2842,77883,"['Jeffrey Dean Morgan', 'Kyra Sedgwick', 'Natasha Calis']",['Ole Bornedal']
2843,722778,"['Filippo Scotti', 'Toni Servillo', 'Teresa Saponangelo']",['Paolo Sorrentino']
2844,614,"['Victor Sjöström', 'Bibi Andersson', 'Ingrid Thulin']",['Ingmar Bergman']
2845,11371,"['Robert De Niro', 'Edward Norton', 'Marlon Brando']",['Frank Oz']
2846,716612,"['Kristen Stewart', 'Timothy Spall', 'Jack Nielen']",['Pablo Larraín']
2847,1407,"['Marion Cotillard', 'Sylvie Testud', 'Pascal Greggory']",['Olivier Dahan']
2848,294016,"['Bryan Cranston', 'Diane Lane', 'Helen Mirren']",['Jay Roach']
2849,4349,"['Jamie Foxx', 'Jennifer Garner', 'Chris Cooper']",['Peter Berg']
2850,10033,"['Ryan Reynolds', 'Amy Smart', 'Anna Faris']",['Roger Kumble']
2851,9427,"['Robert Carlyle', 'Mark Addy', 'Wim Snape']",['Peter Cattaneo']
2852,11675,"['Jamie Lee Curtis', 'Josh Hartnett', 'Adam Arkin']",['Steve Miner']
2853,221,"['James Dean', 'Natalie Wood', 'Sal Mineo']",['Nicholas Ray']
2854,4550,"['Lee Young-ae', 'Choi Min-sik', 'Kwon Yea-young']",['Park Chan-wook']
2855,65759,"['Elijah Wood', 'Robin Williams', 'Pink']",['George Miller']
2856,9675,"['Paul Giamatti', 'Thomas Haden Church', 'Virginia Madsen']",['Alexander Payne']
2857,227973,"['Noah Schnapp', 'Bill Melendez', ""Marleik 'Mar Mar' Walker""]",['Steve Martino']
2858,205321,"['Ian Ziering', 'Tara Reid', 'John Heard']",['Anthony C. Ferrante']
2859,1632,"['Gene Hackman', 'Willem Dafoe', 'Frances McDormand']",['Alan Parker']
2860,9281,"['Harrison Ford', 'Kelly McGillis', 'Josef Sommer']",['Peter Weir']
2861,9833,"['Gerard Butler', 'Emmy Rossum', 'Patrick Wilson']",['Joel Schumacher']
2862,11023,"['Evan Rachel Wood', 'Nikki Reed', 'Holly Hunter']",['Catherine Hardwicke']
2863,43641,"['George Newbern', ""Jerry O'Connell"", 'Arnold Vosloo']",['Joaquim Dos Santos']
2864,11565,"['Martin Lawrence', 'Marisol Nichols', 'Kevin Durand']",['John Whitesell']
2865,2654,"['Sam Neill', 'Julie Carmen', 'Jürgen Prochnow']",['John Carpenter']
2866,10679,"['Julia Dietze', 'Christopher Kirby', 'Götz Otto']",['Timo Vuorensola']
2867,800815,"['Christian Bale', 'Harry Melling', 'Lucy Boynton']",['Scott Cooper']
2868,11351,"['Ray Wise', 'Jonathan Breck', 'Nicki Aycox']",['Victor Salva']
2869,10153,"['Dustin Hoffman', 'Sharon Stone', 'Samuel L. Jackson']",['Barry Levinson']
2870,5516,"['Tom Hanks', 'Irma P. Hall', 'Marlon Wayans']","['Joel Coen', 'Ethan Coen']"
2871,93856,"['Olivia Taylor Dudley', 'Jesse McCartney', 'Devin Kelley']",['Bradley Parker']
2872,40662,"['Bruce Greenwood', 'Jensen Ackles', 'Neil Patrick Harris']",['Brandon Vietti']
2873,763,"['Timothy Balme', 'Diana Peñalver', 'Elizabeth Moody']",['Peter Jackson']
2874,8689,"['Robert Kerman', 'Francesca Ciardi', 'Perry Pirkanen']",['Ruggero Deodato']
2875,48034,"['François Cluzet', 'Marion Cotillard', 'Benoît Magimel']",['Guillaume Canet']
2876,9550,"['Takeshi Kaneshiro', 'Andy Lau', 'Zhang Ziyi']",['Zhang Yimou']
2877,9348,"['Natasha Henstridge', 'Ben Kingsley', 'Michael Madsen']",['Roger Donaldson']
2878,9725,"['Amy Steel', 'Adrienne King', 'John Furey']",['Steve Miner']
2879,11336,"['Christopher Walken', 'Brooke Adams', 'Tom Skerritt']",['David Cronenberg']
2880,642885,"['Bette Midler', 'Sarah Jessica Parker', 'Kathy Najimy']",['Anne Fletcher']
2881,123025,"['Peter Weller', 'Ariel Winter', 'David Selby']",['Jay Oliva']
2882,483,"['Nicolas Cage', 'Laura Dern', 'Willem Dafoe']",['David Lynch']
2883,11081,"['Angelina Jolie', 'Ethan Hawke', 'Kiefer Sutherland']",['D. J. Caruso']
2884,61012,"['Adelaide Clemens', 'Sean Bean', 'Radha Mitchell']",['M.J. Bassett']
2885,617505,"['Adam Sandler', 'Kevin James', 'Julie Bowen']",['Steven Brill']
2886,208134,"['Johnny Knoxville', 'Jackson Nicoll', 'Georgina Cates']",['Jeff Tremaine']
2887,60747,"['Chris Hemsworth', 'Josh Peck', 'Josh Hutcherson']",['Dan Bradley']
2888,2291,"['Tim Robbins', 'Elizabeth Peña', 'Danny Aiello']",['Adrian Lyne']
2889,44244,"['Demi Lovato', 'Joe Jonas', 'Nick Jonas']",['Paul Hoen']
2890,846,"['David Duchovny', 'Gillian Anderson', 'Mitch Pileggi']",['Rob Bowman']
2891,512895,"['Tessa Thompson', 'Justin Theroux', 'Kiersey Clemons']",['Charlie Bean']
2892,11013,"['James Spader', 'Maggie Gyllenhaal', 'Jeremy Davies']",['Steven Shainberg']
2893,9869,"['Harrison Ford', 'Anne Archer', 'Thora Birch']",['Phillip Noyce']
2894,11096,"['Robert De Niro', 'Dakota Fanning', 'Famke Janssen']",['John Polson']
2895,804150,"['Keri Russell', 'Alden Ehrenreich', ""O'Shea Jackson Jr.""]",['Elizabeth Banks']
2896,6964,"['Jack Nicholson', 'Diane Keaton', 'Keanu Reeves']",['Nancy Meyers']
2897,614560,"['Gary Oldman', 'Amanda Seyfried', 'Lily Collins']",['David Fincher']
2898,623491,"['Judah Lewis', 'Samara Weaving', 'Jenna Ortega']",['McG']
2899,501907,"['Matthew Rhys', 'Tom Hanks', 'Chris Cooper']",['Marielle Heller']
2900,10775,"['Andy Lau', 'Tony Leung Chiu-wai', 'Anthony Wong']","['Alan Mak', 'Andrew Lau Wai-Keung']"
2901,2662,"['Sid Haig', 'Bill Moseley', 'Sheri Moon Zombie']",['Rob Zombie']
2902,284303,"['Elias Schwarz', 'Lukas Schwarz', 'Susanne Wuest']","['Severin Fiala', 'Veronika Franz']"
2903,9359,"['Mel Gibson', 'Jodie Foster', 'James Garner']",['Richard Donner']
2904,9788,"['Justin Long', 'Jonah Hill', 'Blake Lively']",['Steve Pink']
2905,256961,"['Kevin James', 'Raini Rodriguez', 'Neal McDonough']",['Andy Fickman']
2906,12233,"['Joey Lawrence', 'Billy Joel', 'Cheech Marin']",['George Scribner']
2907,475,"['Warren Beatty', 'Faye Dunaway', 'Michael J. Pollard']",['Arthur Penn']
2908,585511,"['Eva Noblezada', 'Simon Pegg', 'Jane Fonda']",['Peggy Holmes']
2909,581726,"['Mark Wahlberg', 'Chiwetel Ejiofor', 'Sophie Cookson']",['Antoine Fuqua']
2910,323677,"['Stephan James', 'Jason Sudeikis', 'Carice van Houten']",['Stephen Hopkins']
2911,9722,"['Nicole Kidman', 'Will Ferrell', 'Shirley MacLaine']",['Nora Ephron']
2912,9920,"['Milla Jovovich', 'Cameron Bright', 'Nick Chinlund']",['Kurt Wimmer']
2913,34653,"['Colin Firth', 'Julianne Moore', 'Nicholas Hoult']",['Tom Ford']
2914,396806,"['Clive Owen', 'Amanda Seyfried', 'Colm Feore']",['Andrew Niccol']
2915,33217,"['Zachary Gordon', 'Robert Capron', 'Steve Zahn']",['Thor Freudenthal']
2916,9665,"['Matthew Broderick', 'Denzel Washington', 'Cary Elwes']",['Edward Zwick']
2917,10495,"['Ralph Macchio', 'Pat Morita', 'Robyn Lively']",['John G. Avildsen']
2918,46146,"['Otto Jespersen', 'Glenn Erland Tosterud', 'Johanna Mørck']",['André Øvredal']
2919,333352,"['Helen Mirren', 'Aaron Paul', 'Alan Rickman']",['Gavin Hood']
2920,9012,"['Johnny Knoxville', 'Bam Margera', 'Steve-O']",['Jeff Tremaine']
2921,53319,"['Checco Zalone', 'Nabiha Akkari', 'Rocco Papaleo']",['Gennaro Nunziante']
2922,254473,"['Paul Walker', 'David Belle', 'RZA']",['Camille Delamarre']
2923,64328,"['Jason Segel', 'Amy Adams', 'Chris Cooper']",['James Bobin']
2924,11249,"['Brad Dourif', 'Jennifer Tilly', 'Billy Boyd']",['Don Mancini']
2925,532639,"['Joseph Gordon-Levitt', 'Tom Hanks', 'Benjamin Evan Ainsworth']",['Robert Zemeckis']
2926,10778,"['Billy Bob Thornton', 'Frances McDormand', 'Michael Badalucco']",['Joel Coen']
2927,656690,"['Tristan Harris', 'Jeff Seibert', 'Bailey Richardson']",['Jeff Orlowski']
2928,107811,"['Skylar Astin', 'Justin Chon', 'Miles Teller']","['Jon Lucas', 'Scott Moore']"
2929,2179,"['Jack Black', 'Kyle Gass', 'JR Reed']",['Liam Lynch']
2930,593,"['Donatas Banionis', 'Natalya Bondarchuk', 'Jüri Järvet']",['Andrei Tarkovsky']
2931,962,"['Charlie Chaplin', 'Georgia Hale', 'Mack Swain']",['Charlie Chaplin']
2932,10327,"['Reese Witherspoon', 'Sally Field', 'Regina King']",['Charles Herman-Wurmfeld']
2933,9529,"['Virginia Madsen', 'Tony Todd', 'Xander Berkeley']",['Bernard Rose']
2934,55931,"['Keanu Reeves', 'Carrie-Anne Moss', 'Clayton Watson']","['Peter Chung', 'Yoshiaki Kawajiri', 'Takeshi Koike', 'Mahiro Maeda', 'Koji Morimoto', 'Shinichiro Watanabe', 'Andrew R. Jones']"
2935,437586,"['Sunny Suljic', 'Katherine Waterston', 'Lucas Hedges']",['Jonah Hill']
2936,42949,"['Freddie Highmore', 'Mia Farrow', 'Robert Stanton']",['Luc Besson']
2937,11683,"['Robin Ward', 'Bryan Renfro', 'Simon Baker']",['George A. Romero']
2938,9353,"['Jack Black', 'Ana de la Reguera', 'Héctor Jiménez']",['Jared Hess']
2939,11808,"['Tommy Lee Jones', 'Wesley Snipes', 'Robert Downey Jr.']",['Stuart Baird']
2940,10796,"['Jet Li', 'Carla Gugino', 'Delroy Lindo']",['James Wong']
2941,403,"['Morgan Freeman', 'Jessica Tandy', 'Dan Aykroyd']",['Bruce Beresford']
2942,74308,"['Adrien Brody', 'Sami Gayle', 'Christina Hendricks']",['Tony Kaye']
2943,309886,"['Mel Gibson', 'Erin Moriarty', 'William H. Macy']",['Jean-François Richet']
2944,413518,"['Federico Ielapi', 'Roberto Benigni', 'Marine Vacth']",['Matteo Garrone']
2945,406761,"['Jodie Foster', 'Sterling K. Brown', 'Sofia Boutella']",['Drew Pearce']
2946,303,"['Cary Grant', 'Ingrid Bergman', 'Claude Rains']",['Alfred Hitchcock']
2947,10669,"['Jon Voight', 'Burt Reynolds', 'Ned Beatty']",['John Boorman']
2948,87825,"['Clint Eastwood', 'Amy Adams', 'Justin Timberlake']",['Robert Lorenz']
2949,634528,"['Liam Neeson', 'Jacob Perez', 'Katheryn Winnick']",['Robert Lorenz']
2950,452832,"['Matthew McConaughey', 'Anne Hathaway', 'Jason Clarke']",['Steven Knight']
2951,454227,"['Chris Pine', 'Aaron Taylor-Johnson', 'Florence Pugh']",['David Mackenzie']
2952,121986,"['Greta Gerwig', 'Mickey Sumner', 'Michael Zegen']",['Noah Baumbach']
2953,9760,"['Kal Penn', 'Adam Campbell', 'Jennifer Coolidge']","['Jason Friedberg', 'Aaron Seltzer']"
2954,43933,"['Scoot McNairy', 'Whitney Able', 'Mario Zuniga Benavides']",['Gareth Edwards']
2955,417870,"['Regina Hall', 'Queen Latifah', 'Jada Pinkett Smith']",['Malcolm D. Lee']
2956,9963,"['Sandra Bullock', 'Julian McMahon', 'Courtney Taylor Burness']",['Mennan Yapo']
2957,12201,"['Mel Gibson', 'Ray Winstone', 'Danny Huston']",['Martin Campbell']
2958,922,"['Johnny Depp', 'Gary Farmer', 'Crispin Glover']",['Jim Jarmusch']
2959,289222,"['Jessica Chastain', 'Daniel Brühl', 'Johan Heldenbergh']",['Niki Caro']
2960,616820,"['Jamie Lee Curtis', 'Andi Matichak', 'Rohan Campbell']",['David Gordon Green']
2961,446894,"['Channing Tatum', 'James Corden', 'Zendaya']",['Karey Kirkpatrick']
2962,9768,"['Johnny Depp', 'Amy Locane', 'Susan Tyrrell']",['John Waters']
2963,167032,"['Fiona Dourif', 'Brad Dourif', 'Danielle Bisutti']",['Don Mancini']
2964,11660,"['Jeremy Theobald', 'Alex Haw', 'Lucy Russell']",['Christopher Nolan']
2965,395991,"['Josh Brolin', 'Miles Teller', 'Jeff Bridges']",['Joseph Kosinski']
2966,551804,"['Vince Vaughn', 'Kathryn Newton', ""Celeste O'Connor""]",['Christopher Landon']
2967,8843,"['Jennifer Lopez', 'Vince Vaughn', ""Vincent D'Onofrio""]",['Tarsem Singh']
2968,401246,"['Claes Bang', 'Elisabeth Moss', 'Dominic West']",['Ruben Östlund']
2969,491584,"['Yoo Ah-in', 'Steven Yeun', 'Jun Jong-seo']",['Lee Chang-dong']
2970,467660,"['Claire Foy', 'Joshua Leonard', 'Jay Pharoah']",['Steven Soderbergh']
2971,505058,"['Colin Woodell', 'Betty Gabriel', 'Rebecca Rittenhouse']",['Stephen Susco']
2972,9691,"['Sylvester Stallone', 'Antonio Banderas', 'Julianne Moore']",['Richard Donner']
2973,7459,"['Emile Hirsch', 'Christina Ricci', 'John Goodman']","['Lana Wachowski', 'Lilly Wachowski']"
2974,2294,"['Jason Mewes', 'Kevin Smith', 'Ben Affleck']",['Kevin Smith']
2975,654,"['Marlon Brando', 'Karl Malden', 'Lee J. Cobb']",['Elia Kazan']
2976,1430,"['Michael Moore', 'George H. W. Bush', 'George W. Bush']",['Michael Moore']
